Date,Open,High,Low,Close,Adj Close,Volume
2017-12-23,0.426100,0.432900,0.404000,0.408600,0.408600,74066612
2017-12-24,0.399400,0.401100,0.380800,0.382800,0.382800,5823685
2017-12-25,0.409600,0.435000,0.353600,0.411400,0.411400,9321799
2017-12-26,0.000000,0.000000,0.000000,0.000000,0.000000,0
2017-12-27,0.000000,0.000000,0.000000,0.000000,0.000000,0
2017-12-28,0.000000,0.000000,0.000000,0.000000,0.000000,0
2017-12-29,0.000000,0.000000,0.000000,0.000000,0.000000,0
2017-12-30,0.495500,0.694100,0.420000,0.590000,0.590000,14016860
2017-12-31,0.590000,0.740000,0.590000,0.710000,0.710000,8971147
2018-01-01,0.710000,0.715000,0.632000,0.702200,0.702200,9403559
2018-01-02,0.702200,0.800000,0.675000,0.762000,0.762000,6292466
2018-01-03,0.762000,1.100000,0.760100,1.100000,1.100000,15269923
2018-01-04,1.110000,1.380000,1.040000,1.130000,1.130000,14721109
2018-01-05,1.150000,1.300000,0.900000,1.010000,1.010000,14616848
2018-01-06,1.010000,1.080000,0.908000,1.040000,1.040000,7036404
2018-01-07,1.030000,1.050000,0.979000,1.010000,1.010000,3741344
2018-01-08,1.010000,1.020000,0.735900,0.900000,0.900000,6765036
